Country Name,"Country Code","Series Name","Series Code","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]","2024 [YR2024]"
Australia,"AUS","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","3.03453508064058","3.34242019351289","3.32864998005238","-2.22582353017135","4.5644786594345","5.28169814609451","3.96976309787884","2.5567680273608","5.76137011855324","3.87901779350344","3.57297569098456","-0.384631357046658","0.433065864126704","4.04583374101011","3.97884434177331","3.89017188961647","3.86567479160071","3.91795814771731","4.67681373479508","5.02822035850596","3.9160574881715","2.03145880248898","3.94980535772942","3.0912800997751","4.21894147547516","3.15548121323168","2.7709261737475","3.78947119882653","3.62398503565633","1.95484826298522","2.21004795300735","2.39473494330615","3.95247138119184","2.65445302592404","2.60118978187332","2.16434780647852","2.75564065529868","2.29331030192918","2.87417039499501","2.19401703622717","-0.133531904304775","2.00694844335034","4.25304559238732","3.58382100798981","1.37340773365975"
Australia,"AUS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","12.211252069756","11.9025520926005","14.1253907401946","17.8490180915729","20.1596024704357","21.6474459271968","21.777431307299","20.8274667149747","16.848537830388","31.0107125026288","29.4708236736698","27.6400889435694","25.8412136969849","25.0320718409237","22.8245660455405","22.3700818832059","21.4023842789788","20.0582738191257","18.1404251935735","23.7918159800555","28.5706752868622","30.0025299553744","39.3096720165071","37.4031396926122","41.5409287207942","46.293292747612","54.463570652249","53.1037976577229","54.3001380799371","59.9837867004913","69.0656538994855","69.836773674895","57.8834285733848","#N/A","#N/A"
Australia,"AUS","Population growth (annual %)","SP.POP.GROW","1.21894271014757","1.56179416103558","1.73374392907748","1.36850145877848","1.20054276571915","1.33209683462492","1.44650206312761","1.52113890433154","1.63614876307642","1.69287969389346","1.48004693689661","1.2746217855676","1.11959770147047","0.889539825558206","0.963092494678111","1.11373422085118","1.21385498322201","1.0820399195962","0.996734717801419","1.09397580294231","1.14447285147721","1.28396809127349","1.1375387361946","1.15019273319182","1.06919812205752","1.21729073052406","1.34945083098893","1.82499679529254","2.00391140524272","2.06083316277243","1.55570626204128","1.38952731561803","1.74582000067359","1.721151439989","1.49156648912847","1.43921665259925","1.56194049810399","1.64682779735017","1.49599671041328","1.47749071058438","1.23342825131378","0.14089508329287","1.28931130985537","2.43450716351535","1.99383715356028"
Australia,"AUS","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","0.306263068974074","0.413854902325715","0.356516610495035","0.291799513965526","0.724244078100221","1.04296500992182","1.87103767135644","2.68781203028674","2.89510385630301","1.00726915727251","0.20301333611501","-0.359067455124591","1.17654756504066","0.814473033274","0.565415949390381","1.09719923632464","1.24548817167807","1.39395739968187","1.16560839509385","0.0797660284987916","0.98224998845279","3.51793600501441","1.75925825328776","3.96950924145422","1.58940274409427","-4.69472657586151","3.21225338051937","1.68348370451569","3.01268140598832","1.23034079079379","1.56768207893318","0.588096441869602","0.371194931441452","-0.0486005822677706","1.53022518868122","0.608694985244069","-0.256575969452807","0.751741634576957","0.0719923583502421","0.63637512136732","0.554935675263427","0.592613958965963","7.51047314791849","0.767352799619242","0.789641841336561"
Australia,"AUS","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","1.24248804464782","1.32459515764473","1.1765570134122","1.68482501982837","0.221032589176351","1.16035166785059","2.93899992450383","2.73578890297808","3.58468177779407","2.67203599172376","2.7122110003886","0.800225253247321","1.51600150077427","1.69960473993569","1.37918511879287","3.59858176504927","1.13541742026476","1.85369309475488","1.89768756641747","0.566396956795571","3.57229745403377","2.81762721403267","3.69701188608667","1.9178050221833","6.96956991636737","-3.60113772652235","4.0750646338694","5.18803286061474","4.26757732505596","3.10519028312049","3.08482804330762","4.67434620832808","3.70774989384992","3.43950309398958","4.28599049307814","3.456117831131","3.54660341826144","3.62158795648508","4.23450805251819","2.77077560426989","1.34826011276187","2.01542405903096","4.05215286724898","2.03614704389564","3.03883928325354"
Australia,"AUS","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","27.0479581617892","28.6352822435297","29.7907617181955","25.2651722829067","26.5989221327375","27.9680389504086","28.4424076754033","27.3201611356225","27.9325156772125","29.5715064391998","28.9035413494686","24.1869322471591","22.3143615452669","23.5691741898356","24.2365489229294","25.9545428001265","24.7503241868902","24.8171857091867","25.6000393051793","26.0993037595699","26.2042380502619","23.3481102313323","24.3675142044517","25.8939093336516","27.0204316493562","27.4127496143182","27.4574581872329","27.4507449663445","28.5401924147253","27.2762472195114","26.697693257066","26.3824449207632","27.6233466177263","27.7570773936691","26.6111234581966","26.1669365772477","25.3483902403269","24.0798824498086","24.5546475824653","23.2971815966264","22.3449300806534","22.8801883097412","23.6997957124432","23.873104248989","24.323541758006"
Austria,"AUT","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","1.731485495966","-0.144294731083647","2.01125455462991","2.97308783817583","0.0512751573205321","2.49867884980837","2.30139279474186","1.35716799468845","3.2958798164712","3.88707478685015","4.34564183768971","3.44162748808654","2.0935244262602","0.526809769496765","2.40211843259056","2.66798388882503","2.21576713087359","2.1458350552646","3.49288002962309","3.76192435190464","3.18952292988787","1.31698749571339","1.48436877605324","1.14156504542775","2.56525534067859","2.32036514266782","3.26933601506059","3.77522468729185","1.45330562142114","-3.58626472551299","1.80898243043663","2.92746800169145","0.628246239479637","-0.250726423318454","0.755798850316665","1.30352331826198","2.11721964494312","2.27224992038207","2.48422114080024","1.75497619649288","-6.31825509209936","4.92309171717903","5.33096379400371","-0.786244288594673","-0.659089573171372"
Austria,"AUT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
Austria,"AUT","Population growth (annual %)","SP.POP.GROW","0.000105968279182431","0.255018231368981","0.0717170180347239","-0.161600981253917","-0.00629490409206624","0.0469509679089439","0.0635489974692431","0.0632842039083754","0.141570850318539","0.450513899730364","0.762001611316115","0.998418103144403","1.10055228652823","0.824627940995206","0.384869546678302","0.153106260702748","0.135019833748789","0.113316608322994","0.109728368100981","0.194563153264961","0.240466652446524","0.382799394483217","0.49198046425522","0.487133894826838","0.620413127334181","0.681267248299787","0.494797775098466","0.324146535285463","0.313041437661508","0.261953189906348","0.240394299500766","0.337080841831645","0.45593747231891","0.589387254692989","0.781541632525841","1.12099250236958","1.08139629872802","0.694621103604983","0.487071924768999","0.444673639004876","0.415176731565556","0.435671684056384","0.956287797076634","0.989464653969154","0.504879813795986"
Austria,"AUT","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.WD.GD.ZS","0.123223736921141","0.298123139744646","0.196207927658683","0.262574977727989","0.103826019422571","0.0629390562273523","0.298790345033786","0.255811584073813","0.213416454560613","0.649874421036","1.02586449623723","0.746909037316787","0.905769496611485","0.62148561843563","0.612127824293623","0.45130337076125","0.800618395499362","0.943853782935784","1.27519630976403","1.52522145218715","2.80836204554254","1.53803942389357","2.71589421753613","2.63048786627182","2.68369655018252","25.8922848397657","4.81807727912234","20.436412789995","6.50064952990812","3.89645864576921","-3.67537288373104","8.89261300943974","4.53454843230153","2.58591288955827","-0.199601925490971","-0.178036877215449","-7.04252831221322","1.93098718073709","-6.09039902459401","-1.87173173565785","0.48672694195965","6.05460880660191","3.04590408098417","1.61999885650409","2.57882965563557"
