Country Name,Year,"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)",GDP growth (annual %),Gross capital formation (% of GDP),Population growth (annual %),Inflation (Annual %),Wealth Inequality (Top 10%),Wealth Inequality (Bottom 50%),Year_Raw,General Government Debt (% of GDP)
Australia,2020,1.34826011276187,0.554935675263427,-0.133531904304775,22.3449300806534,1.23342825131378,0.846900734607273,0.5712,0.0495,2020,57.091508
Australia,2021,2.01542405903096,0.592613958965963,2.00694844335034,22.8801883097412,0.14089508329287,2.86391284709318,0.5775,0.0487,2021,55.536795
Australia,2022,4.05215286724898,7.51047314791849,4.25304559238732,23.6997957124432,1.28931130985537,6.59409658717841,0.5771000000000001,0.0487,2022,50.221601
Austria,1995,0.760156006172297,0.45130337076125,2.66798388882503,27.1040016269491,0.153106260702748,2.24336631500898,0.6066,0.0117,1995,68.238169
Austria,1996,1.83236524365315,0.800618395499362,2.21576713087359,26.4922454602716,0.135019833748789,1.86097115760436,0.6068,0.0117,1996,68.180321
Austria,1997,1.26058669809025,0.943853782935784,2.1458350552646,26.3834218161954,0.113316608322994,1.30597857227691,0.6072000000000001,0.0116,1997,63.373173
Austria,1998,2.1061851136777,1.27519630976403,3.49288002962309,26.2499845729946,0.109728368100981,0.922467196680849,0.6076,0.0116,1998,69.196552
Austria,1999,1.37439937408037,1.52522145218715,3.76192435190464,26.2733169274141,0.194563153264961,0.56899376588553,0.6093000000000001,0.0117,1999,61.339556
Austria,2000,4.33323688730786,2.80836204554254,3.18952292988787,25.9400787116929,0.240466652446524,2.3448628535728,0.6076,0.0116,2000,66.108882
Austria,2001,2.89572243102078,1.53803942389357,1.31698749571339,25.4261245518381,0.382799394483217,2.65000077279529,0.607,0.0117,2001,67.238356
Austria,2002,0.0650010498093938,2.71589421753613,1.48436877605324,23.7779667439374,0.49198046425522,1.81035787764128,0.6075,0.0116,2002,67.44032
Austria,2003,2.37557550248335,2.63048786627182,1.14156504542775,24.4562050749722,0.487133894826838,1.35555370896445,0.6081,0.0116,2003,66.411818
Austria,2004,1.0640170021225,2.68369655018252,2.56525534067859,24.2036725711211,0.620413127334181,2.06120618032869,0.6112000000000001,0.0114,2004,65.912064
Austria,2005,25.8307026071969,25.8922848397657,2.32036514266782,23.9653234755669,0.681267248299787,2.29913785639285,0.6119,0.0115,2005,69.427592
Austria,2006,3.14473468828869,4.81807727912234,3.26933601506059,23.8292704822076,0.494797775098466,1.44154851119016,0.6117,0.0114,2006,68.176417
Austria,2007,17.8058113461032,20.436412789995,3.77522468729185,24.7335259294195,0.324146535285463,2.16855528800756,0.6117,0.0114,2007,65.813112
Austria,2008,1.46799597032563,6.50064952990812,1.45330562142114,24.7047623915806,0.313041437661508,3.21595033239879,0.613,0.0114,2008,69.52806
Austria,2009,3.58137196898673,3.89645864576921,-3.58626472551299,23.0148012049122,0.261953189906348,0.506308827696504,0.611,0.0116,2009,80.752328
Austria,2010,-5.64539670207833,-3.67537288373104,1.80898243043663,22.8592812354211,0.240394299500766,1.81353438995061,0.6124,0.0114,2010,83.65397
Austria,2011,5.35812778038962,8.89261300943974,2.92746800169145,24.3521600435893,0.337080841831645,3.2865791487538,0.6082000000000001,0.0148,2011,83.356075
Austria,2012,1.2830027920872,4.53454843230153,0.628246239479637,24.2558827220405,0.45593747231891,2.48567562177014,0.6069,0.0185,2012,82.935499
Austria,2013,-0.302633479129545,2.58591288955827,-0.250726423318454,23.9413047862951,0.589387254692989,2.00015616900597,0.6047,0.0233,2013,82.430835
Austria,2014,0.389557041234778,-0.199601925490971,0.755798850316665,23.848669034824,0.781541632525841,1.60581182954473,0.6014,0.0263,2014,85.20981
Austria,2015,-1.80409511056007,-0.178036877215449,1.30352331826198,24.012126686949,1.12099250236958,0.896563335260319,0.6058,0.0268,2015,85.614769
Austria,2016,-7.23989904197038,-7.04252831221322,2.11721964494312,24.4571707244108,1.08139629872802,0.891591752655362,0.6057,0.0287,2016,83.419065
Austria,2017,3.38180275607348,1.93098718073709,2.27224992038207,24.9780618382281,0.694621103604983,2.08126911385586,0.611,0.0316,2017,79.057183
Austria,2018,-6.15119207172195,-6.09039902459401,2.48422114080024,25.8982762235252,0.487071924768999,1.99837981429548,0.6137,0.0314,2018,74.586245
Austria,2019,-2.85255617561831,-1.87173173565785,1.75497619649288,25.5090080970816,0.444673639004876,1.53089564152643,0.6132000000000001,0.0315,2019,71.005856
Austria,2020,-2.76332070661681,0.48672694195965,-6.31825509209936,25.6530737541266,0.415176731565556,1.38191063351853,0.6118,0.0316,2020,83.183042
Austria,2021,3.95409878611296,6.05460880660191,4.92309171717903,27.6569430631097,0.435671684056384,2.7666666666667,0.6152000000000001,0.0313,2021,82.394523
Austria,2022,3.0221599256451,3.04590408098417,5.33096379400371,29.2367940014427,0.956287797076634,8.54686993188457,0.6146,0.0314,2022,78.343932
Belgium,1995,3.71102444734668,4.02846152128542,2.38475724870135,21.7907720637316,0.209436838020324,1.46796699090271,0.5263,0.0803,1995,131.28605
Belgium,1996,5.03718760952012,2.87467005713363,1.32143214432601,21.6307467878374,0.1953931762382,2.07702107350675,0.5265000000000001,0.0803,1996,129.00396
Belgium,1997,4.74788988025515,2.86976214617037,3.79367165541437,22.3003415862901,0.241991884983082,1.62816049512954,0.5269,0.0802,1997,124.2712
Belgium,1998,8.77679407696031,11.1575001955948,1.96183240455609,22.3486590795955,0.213527650670943,0.94925028835061,0.5263,0.0803,1998,119.1859
Belgium,1999,46.3484571485071,47.3596107375427,3.54271798823922,22.6890118180362,0.229189103029716,1.12084823417847,0.5273,0.0801,1999,115.36185
